wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price
brick,1,5,18,3,46.723379,30.6285,101 000
                                                     
brick,1,5,15,3,46.72598,30.601031,41 000
                                                     
brick,1,5,11.9,1.5,46.735976,30.65081,24 000
                                                     
brick,1,7,18.4,3,46.786698,30.595321,55 000
                                                     
brick,2,5,17.6,2,46.767894,30.66592,27 500
                                                     
brick,5,9,21.5,3,46.784066,30.630425,199 999
                                                     
brick,5,9,21.5,3,46.784066,30.630425,99 999
                                                     
monolithBrick,1,3,29,6,46.76324,30.651825,66 500
                                                     
brick,5,8,28.8,6.5,46.776472,30.598869,51 000
                                                     
brick,1,5,25.2,2,46.735976,30.65081,36 000
                                                     
monolithBrick,5,9,29,7,46.774645,30.602118,29 500
                                                     
brick,2,9,29.5,5.8,46.777869,30.006012,75 000
                                                     
brick,5,8,28.8,7,46.776472,30.598869,38 000
                                                     
monolithBrick,12,30,30,10,46.754618,30.524058,25 000
                                                     
brick,4,5,32.6,5,46.73478,30.653909,90 000
                                                     
brick,3,5,30,6,46.767165,30.658356,13 000
                                                     
panel,9,12,31,7.2,46.731642,30.565614,55 000
                                                     
block,2,9,31,6,46.73334,30.66249,45 000
                                                     
brick,8,8,31,6.9,46.726046,30.58148,31 500
                                                     
brick,3,8,30.7,5,46.789082,30.620095,28 000
                                                     
brick,7,9,32,5.8,46.791223,30.631532,128 000
                                                     
brick,2,5,30.3,5.4,46.783787,30.604041,10 000
                                                     
brick,8,8,32,7,46.726046,30.58148,55 500
                                                     
brick,3,6,32.3,6,46.737243,30.64103,68 500
                                                     
brick,3,10,31.2,7,46.775894,30.595564,131 000
                                                     
brick,3,10,31.2,7,46.775894,30.595564,255 000
                                                     
brick,3,10,31.2,7,46.775894,30.595564,46 000
                                                     
brick,5,5,31,6,46.756771,30.520034,29 000
                                                     
brick,2,5,30,6,46.762541,30.60202,8 000
                                                     
brick,3,5,31,5,46.781565,30.591028,55 000
                                                     
brick,3,9,32.8,9.1,46.736757,30.658491,39 000
                                                     
brick,2,5,32,6,46.729858,30.591288,75 000
                                                     
monolith,2,9,31,6,46.723491,30.611329,29 230
                                                     
brick,4,8,31.6,5,46.77357,30.62952,17 000
                                                     
brick,8,9,34.5,6.5,46.783367,30.580103,86 999
                                                     
monolith,5,9,33,5.6,46.774811,30.608559,89 999
                                                     
brick,5,8,33.4,10,46.747323,30.66203,55 000
                                                     
block,1,12,34.7,10,46.771818,30.005185,13 500
                                                     
panel,4,9,33.2,7.7,46.782856,30.592321,40 000
                                                     
block,10,12,34.8,10.2,46.744784,30.680402,36 000
                                                     
brick,4,6,33.5,6.7,46.754583,30.594604,32 000
                                                     
monolith,5,9,33,6,46.774811,30.608559,87 000
                                                     
block,6,9,33,6,46.72164,30.606658,66 000
                                                     
panel,8,16,34,9.4,46.776006,30.646204,94 000
                                                     
panel,14,24,33,9,46.753154,30.594036,38 900
                                                     
brick,4,9,33,6,46.743634,30.640488,36 000
                                                     
monolith,11,12,37.74,7,46.770811,30.591189,48 000
                                                     
block,2,14,36,8,46.734151,30.61892,20 500
                                                     
block,10,14,35,10,46.78038,30.64524,51 000
                                                     
brick,3,8,36.1,8.5,46.767722,30.565903,75 000
                                                     
block,9,12,36,10,46.764197,30.565245,50 000
                                                     
monolith,10,12,37.45,10,46.770811,30.591189,85 000
                                                     
brick,1,9,36.9,7.8,46.761872,30.562606,64 000
                                                     
block,3,5,35.3,6.7,46.742246,30.662991,75 000
                                                     
panel,5,17,36.5,7.5,46.743041,30.680659,118 000
                                                     
panel,12,17,37.8,8,46.743988,30.686545,27 000
                                                     
block,10,12,35,10,46.740046,30.660889,73 000
                                                     
stalin,3,7,36.5,7,46.76797,30.503025,115 000
                                                     
brick,3,7,36.5,7,46.76797,30.503025,77 000
                                                     
block,1,12,35,9.8,46.781109,30.641584,56 000
                                                     
block,3,12,36,11,46.744784,30.680402,26 500
                                                     
block,5,12,35.7,9.7,46.744662,30.68643,69 000
                                                     
brick,7,9,37.4,7.6,46.791876,30.624418,48 000
                                                     
panel,2,12,35.3,10,46.782284,30.589428,50 000
                                                     
brick,8,14,36,8,46.788717,30.629888,8 999
                                                     
brick,4,9,37.2,8,46.761872,30.562606,36 000
                                                     
brick,3,8,36,9,46.779692,30.668004,40 000
                                                     
brick,8,8,36.6,4.5,46.776472,30.598869,23 000
                                                     
brick,5,12,36,7,46.748665,30.5068,80 000
                                                     
brick,9,9,36.1,8.5,46.748741,30.585089,140 000
                                                     
brick,2,7,35,8,46.738951,30.5836,12 000
                                                     
monolith,11,12,37.74,10,46.770811,30.591189,73 000
                                                     
brick,6,9,36,8,46.791876,30.624418,63 000
                                                     
panel,3,12,38,12,46.731642,30.565614,37 500
                                                     
monolith,7,12,39.1,7,46.770811,30.591189,46 500
                                                     
monolith,10,25,39,9,46.740015,30.68065,9 500
                                                     
panel,1,10,39,10,46.775834,30.644101,99 900
                                                     
brick,3,7,39.1,5.1,46.737096,30.6006,27 000
                                                     
block,1,9,38,6,46.732286,30.602154,50 000
                                                     
block,9,16,38,9.8,46.790651,30.640093,84 000
                                                     
monolith,14,17,38,8,46.741166,30.682269,57 000
                                                     
block,1,12,38.1,6.5,46.790514,30.632208,10 000
                                                     
panel,7,9,38,8,46.791876,30.624418,83 000
                                                     
block,10,12,38.8,6,46.763417,30.540028,28 000
                                                     
brick,5,7,39.4,5.3,46.768071,30.669306,21 000
                                                     
panel,9,17,38.7,7.3,46.743988,30.686545,19 900
                                                     
block,8,14,39,6,46.722614,30.609236,199 000
                                                     
block,12,12,39.2,4.1,46.770547,30.502136,26 000
                                                     
monolith,4,7,39,10,46.730948,30.64401,39 000
                                                     
panel,8,12,38,10,46.773363,30.009021,600 000
                                                     
panel,17,17,38,7.1,46.74108,30.6838,280 000
                                                     
brick,5,12,38,10,46.775636,30.68458,34 430
                                                     
brick,2,14,38,8.6,46.73741,30.63105,32 890
                                                     
brick,8,9,38,7,46.731774,30.611455,30 900
                                                     
monolith,34,36,38,12,46.75133,30.52688,29 700
                                                     
monolith,50,65,40,8,46.751143,30.533033,30 000
                                                     
monolith,50,65,40,8,46.751143,30.533033,90 000
                                                     
monolith,51,65,40,8,46.751143,30.533033,48 000
                                                     
monolith,52,65,40,8,46.751143,30.533033,45 000
                                                     
brick,3,8,42.7,5,46.773626,30.582001,60 000
                                                     
monolith,5,14,40.14,10,46.771231,30.642,40 000
                                                     
monolith,11,13,40,6,46.766116,30.560051,57 000
                                                     
monolith,11,13,40,23,46.766116,30.560051,72 000
                                                     
block,1,5,42.3,6,46.786252,30.590138,65 000
                                                     
panel,5,12,40,7,46.777146,30.006919,33 000
                                                     
block,3,12,40,7,46.768061,30.608514,76 500
                                                     
brick,2,5,41.5,7.2,46.756715,30.553055,115 000
                                                     
brick,3,5,41,6,46.761943,30.564859,38 000
                                                     
monolith,24,42,40,10,46.75133,30.52688,45 000
                                                     
brick,9,14,42,8.3,46.778325,30.63864,43 000
                                                     
